"","species_id","english_name"
"164",1330,"Long-tailed Wood-Partridge"
"165",1340,"Buffy-crowned Wood-Partridge"
"166",1350,"Mountain Quail"
"167",1360,"Scaled Quail"
"168",1370,"Elegant Quail"
"169",1380,"California Quail"
"170",1390,"Gambel's Quail"
"171",1400,"Banded Quail"
"172",1410,"Northern Bobwhite"
"173",1420,"Black-throated Bobwhite"
"174",1430,"Crested Bobwhite"
"175",1440,"Marbled Wood-Quail"
"176",1450,"Black-eared Wood-Quail"
"177",1460,"Tacarcuna Wood-Quail"
"178",1470,"Black-breasted Wood-Quail"
"179",1480,"Spotted Wood-Quail"
"180",1490,"Singing Quail"
"181",1500,"Montezuma Quail"
"182",1510,"Ocellated Quail"
"183",1520,"Tawny-faced Quail"
"184",1530,"Red-throated Loon"
"185",1540,"Arctic Loon"
"186",1550,"Pacific Loon"
"187",1560,"Common Loon"
"188",1570,"Yellow-billed Loon"
"189",1580,"loon sp."
"190",1590,"Least Grebe"
"191",1600,"Pied-billed Grebe"
"192",1610,"Atitlan Grebe"
"193",1620,"Horned Grebe"
"194",1630,"Red-necked Grebe"
"195",1640,"Eared Grebe"
"196",1641,"Western/Clark's Grebe"
"197",1650,"Western Grebe"
"198",1660,"Clark's Grebe"
"199",1670,"grebe sp."
"200",1680,"Atlantic/Indian Yellow-nosed Albatross"
"201",1681,"Atlantic Yellow-nosed Albatross"
"202",1690,"White-capped/Salvin's/Chatham Albatross"
"203",1700,"Black-browed Albatross"
"204",1710,"Light-mantled Albatross"
"205",1720,"Snowy/Tristan/Antipodean Albatross"
"206",1730,"Laysan Albatross"
"207",1740,"Black-footed Albatross"
"208",1750,"Short-tailed Albatross"
"209",1760,"Northern Fulmar"
"210",1770,"Great-winged/Gray-faced Petrel"
"211",1771,"Fea's Petrel"
"212",1772,"Soft-plumaged, Madeira or Fea's Petrel"
"213",1780,"Kermadec Petrel"
"214",1790,"Trindade/Herald Petrel"
"215",1800,"Murphy's Petrel"
"216",1810,"Mottled Petrel"
"217",1820,"Bermuda Petrel"
"218",1830,"Black-capped Petrel"
"219",1840,"Juan Fernandez Petrel"
"220",1850,"Galapagos Petrel"
"221",1860,"Hawaiian Petrel"
"222",1870,"White-necked or Vanuatu Petrel"
"223",1880,"Bonin or Black-winged Petrel"
"224",1890,"Black-winged Petrel"
"225",1900,"Cook's Petrel"
"226",1910,"Stejneger's Petrel"
"227",1920,"Bulwer's Petrel"
"228",1930,"Jouanin's Petrel"
"229",1940,"Black or Westland Petrel"
"230",1941,"Cory's/Scopoli's/Cape Verde Shearwater"
"231",1950,"Streaked Shearwater"
"232",1960,"Cory's/Scopoli's Shearwater"
"233",1970,"Cape Verde Shearwater"
"234",1980,"Pink-footed Shearwater"
"235",1990,"Flesh-footed Shearwater"
"236",2000,"Great Shearwater"
"237",2010,"Wedge-tailed Shearwater"
"238",2020,"Buller's Shearwater"
"239",2030,"Sooty Shearwater"
"240",2040,"Short-tailed Shearwater"
"241",2050,"Christmas Shearwater"
"242",2060,"Manx Shearwater"
"243",2070,"Townsend's/Newell's Shearwater"
"244",2080,"Black-vented Shearwater"
"245",2100,"Little or Cape Verde Shearwater"
"246",2110,"Wilson's Storm-Petrel"
"247",2120,"White-faced Storm-Petrel"
"248",2130,"European Storm-Petrel"
"249",2140,"Black-bellied Storm-Petrel"
"250",2150,"Fork-tailed Storm-Petrel"
"251",2160,"Leach's/Townsend's/Ainley's Storm-Petrel"
"252",2170,"Ashy Storm-Petrel"
"253",2180,"Hydrobates sp. (Band-rumped complex)"
"254",2190,"Wedge-rumped Storm-Petrel"
"255",2200,"Black Storm-Petrel"
"256",2210,"Guadalupe Storm-Petrel"
"257",2220,"Markham's Storm-Petrel"
"258",2230,"Tristram's Storm-Petrel"
"259",2240,"Least Storm-Petrel"
"260",2250,"White-tailed Tropicbird"
"261",2260,"Red-billed Tropicbird"
"262",2270,"Red-tailed Tropicbird"
"263",2280,"Masked Booby"
"264",2290,"Nazca Booby"
"265",2300,"Blue-footed Booby"
"266",2310,"Peruvian Booby"
"267",2320,"Brown/Cocos Booby"
"268",2330,"Red-footed Booby"
"269",2340,"Northern Gannet"
"270",2350,"American White Pelican"
"271",2360,"Brown Pelican"
"272",2370,"Brandt's Cormorant"
"273",2380,"Neotropic Cormorant"
"274",2390,"Double-crested Cormorant"
"275",2400,"Great Cormorant"
"276",2410,"Red-faced Cormorant"
"277",2420,"Pelagic Cormorant"
"278",2430,"cormorant sp."
"279",2440,"Anhinga"
"280",2450,"Magnificent Frigatebird"
"281",2460,"Great Frigatebird"
"282",2470,"Lesser Frigatebird"
"283",2471,"Frigatebird sp."
"284",2480,"Pinnated Bittern"
"285",2490,"American Bittern"
"286",2500,"Yellow Bittern"
"287",2510,"Least Bittern"
"288",2520,"Rufescent Tiger-Heron"
"289",2530,"Fasciated Tiger-Heron"
"290",2540,"Bare-throated Tiger-Heron"
"291",2550,"Great Blue Heron"
"292",2551,"Great Blue Heron (Great Blue)"
"293",2552,"Great Blue Heron (Great White)"
"294",2560,"Gray Heron"
"295",2570,"Cocoi Heron"
"296",2580,"Great Egret"
"297",2590,"Chinese Egret"
"298",2600,"Little Egret"
"299",2610,"Western Reef-Heron"
"300",2620,"Snowy Egret"
"301",2630,"Little Blue Heron"
"302",2640,"Tricolored Heron"
"303",2650,"Reddish Egret"
"304",2660,"Western/Eastern Cattle-Egret"
"305",2670,"Chinese Pond-Heron"
"306",2671,"Striated or Galapagos Heron"
"307",2680,"Green Heron"
"308",2690,"Striated Heron"
"309",2700,"Agami Heron"
"310",2710,"Capped Heron"
"311",2720,"Black-crowned Night Heron"
"312",2730,"Yellow-crowned Night Heron"
"313",2735,"Unidentified Night-Heron"
"314",2740,"Boat-billed Heron"
"315",2745,"heron sp."
"316",2750,"White Ibis"
"317",2760,"Scarlet Ibis"
"318",2770,"Glossy Ibis"
"319",2780,"White-faced Ibis"
"320",2781,"Glossy/White-faced Ibis"
"321",2790,"Green Ibis"
"322",2800,"Buff-necked Ibis"
"323",2810,"Roseate Spoonbill"
"324",2820,"Jabiru"
"325",2830,"Wood Stork"
"326",2840,"Black Vulture"
"327",2850,"Turkey Vulture"
"328",2860,"Lesser Yellow-headed Vulture"
"329",2870,"California Condor"
"330",2880,"King Vulture"
"331",2885,"new world vulture sp."
"332",2890,"American/Greater Flamingo"
"333",2891,"American Flamingo"
"334",2892,"Chilean Flamingo"
"335",2893,"Greater Flamingo"
"336",2900,"Osprey"
"337",2910,"Gray-headed Kite"
"338",2920,"Hook-billed Kite"
"339",2930,"Swallow-tailed Kite"
"340",2940,"Pearl Kite"
"341",2950,"White-tailed Kite"
"342",2960,"Snail Kite"
"343",2970,"Slender-billed Kite"
"344",2980,"Double-toothed Kite"
"345",2990,"Mississippi Kite"
"346",3000,"Plumbeous Kite"
"347",3010,"Black or Yellow-billed Kite"
"348",3020,"Bald Eagle"
"349",3030,"White-tailed Eagle"
"350",3040,"Steller's Sea-Eagle"
"351",3050,"Black-collared Hawk"
"352",3060,"Hen/Northern Harrier"
"353",3061,"Northern Harrier"
"354",3062,"Montagu's Harrier"
"355",3070,"Western Marsh Harrier"
"356",3080,"Chinese Sparrowhawk"
"357",3090,"Tiny Hawk"
"358",3100,"Sharp-shinned Hawk"
"359",3110,"Cooper's Hawk"
"360",3120,"Gundlach's Hawk"
"361",3130,"Bicolored/Chilean Hawk"
"362",3140,"Eurasian/American Goshawk"
"363",3150,"Accipitrine hawk sp. (former Accipiter sp.)"
"364",3160,"Crane Hawk"
"365",3170,"Plumbeous Hawk"
"366",3180,"Barred Hawk"
"367",3190,"Semiplumbeous Hawk"
"368",3200,"White Hawk"
"369",3210,"Common Black Hawk"
"370",3211,"Common, Mangrove or Cuban Black-Hawk"
"371",3220,"Common Black Hawk (Mangrove)"
"372",3230,"Great Black Hawk"
"373",3240,"Savanna Hawk"
"374",3250,"Harris's Hawk"
"375",3260,"Solitary Eagle"
"376",3270,"Roadside Hawk"
"377",3280,"Red-shouldered Hawk"
"378",3290,"Ridgway's Hawk"
"379",3300,"Broad-winged Hawk"
"380",3310,"Gray/Gray-lined Hawk"
"381",3320,"Short-tailed Hawk"
"382",3330,"Swainson's Hawk"
"383",3340,"White-tailed Hawk"
"384",3350,"Zone-tailed Hawk"
"385",3360,"Hawaiian Hawk"
"386",3370,"Red-tailed Hawk"
"387",3380,"Red-tailed Hawk (Harlan's)"
"388",3390,"Ferruginous Hawk"
"389",3400,"Rough-legged Hawk"
"390",3410,"Buteo sp."
"391",3420,"Crested Eagle"
"392",3430,"Harpy Eagle"
"393",3440,"Golden Eagle"
"394",3450,"Black-and-white Hawk-Eagle"
"395",3460,"Black Hawk-Eagle"
"396",3470,"Ornate Hawk-Eagle"
"397",3480,"Barred Forest-Falcon"
"398",3490,"Slaty-backed Forest-Falcon"
"399",3500,"Collared Forest-Falcon"
"400",3510,"Red-throated Caracara"
"401",3520,"Crested Caracara (Northern)"
"402",3530,"Guadalupe Caracara"
"403",3531,"Crested Caracara (Southern)"
"404",3540,"Yellow-headed Caracara"
"405",3550,"Laughing Falcon"
"406",3560,"Common or South African Kestrel"
"407",3570,"American Kestrel"
"408",3580,"Merlin"
"409",3581,"Merlin (Taiga)"
"410",3590,"Eurasian Hobby"
"411",3600,"Aplomado Falcon"
"412",3610,"Bat Falcon"
"413",3620,"Orange-breasted Falcon"
"414",3630,"Gyrfalcon"
"415",3640,"Peregrine Falcon"
"416",3650,"Prairie Falcon"
"417",3660,"falcon sp."
"418",3661,"large falcon sp."
"419",3662,"small falcon sp."
"420",3665,"Unidentified Eagle"
"421",3670,"hawk sp."
"422",3680,"Yellow Rail"
"423",3690,"Ocellated Crake"
"424",3700,"Ruddy Crake"
"425",3710,"White-throated Crake"
"426",3720,"Gray-breasted Crake"
"427",3730,"Black Rail"
"428",3740,"Corn Crake"
"429",3750,"Ridgway's/Mangrove/Clapper Rail"
"430",3751,"Clapper Rail"
"431",3752,"Mangrove Rail"
"432",3753,"Ridgway's Rail"
"433",3760,"Aztec/King Rail"
"434",3761,"King Rail"
"435",3762,"Aztec Rail"
"436",3770,"Virginia Rail"
"437",3780,"Rufous-necked Wood-Rail"
"438",3790,"Russet-naped/Gray-cowled Wood-Rail"
"439",3800,"Uniform Crake"
"440",3810,"Laysan Rail"
"441",3820,"Spotted Crake"
"442",3830,"Sora"
"443",3840,"Hawaiian Rail"
"444",3850,"Yellow-breasted Crake"
"445",3860,"Colombian Crake"
"446",3870,"Paint-billed Crake"
"447",3880,"Zapata Rail"
"448",3890,"Spotted Rail"
"449",3900,"Purple Gallinule"
"450",3910,"Azure Gallinule"
"451",3920,"Eurasian Moorhen/Common Gallinule"
"452",3922,"Common Gallinule (Hawaiian)"
"453",3930,"Eurasian Coot"
"454",3940,"Hawaiian Coot"
"455",3941,"American or Hawaiian Coot"
"456",3950,"American Coot (Red-shielded)"
"457",3960,"American Coot (White-shielded)"
"458",3970,"American Coot or Common Moorhen"
"459",3980,"Sungrebe"
"460",3990,"Sunbittern"
"461",4000,"Limpkin"
"462",4010,"Sandhill Crane"
"463",4020,"Common Crane"
"464",4030,"Whooping Crane"
"465",4040,"Double-striped Thick-knee"
"466",4050,"Northern Lapwing"
"467",4060,"Southern Lapwing"
"468",4070,"Black-bellied Plover"
"469",4080,"European Golden-Plover"
"470",4090,"American/Pacific Golden-Plover (Lesser Golden-Plover)"
"471",4100,"American Golden-Plover"
"472",4110,"Pacific Golden-Plover"
"473",4120,"Siberian/Tibetan Sand-Plover"
"474",4130,"Greater Sand-Plover"
"475",4140,"Collared Plover"
"476",4150,"Snowy/Kentish Plover"
"477",4160,"Wilson's Plover"
"478",4170,"Common Ringed Plover"
"479",4180,"Semipalmated Plover"
"480",4190,"Piping Plover"
"481",4200,"Little Ringed Plover"
"482",4210,"Killdeer"
"483",4220,"Mountain Plover"
"484",4230,"Eurasian Dotterel"
"485",4240,"Plover sp."
"486",4250,"Eurasian Oystercatcher"
"487",4260,"American Oystercatcher"
"488",4270,"Black Oystercatcher"
"489",4280,"Black-winged Stilt"
"490",4290,"Black-necked Stilt"
"491",4295,"Black-necked Stilt (Hawaiian)"
"492",4300,"American Avocet"
"493",4310,"Northern Jacana"
"494",4320,"Wattled Jacana"
"495",4330,"Terek Sandpiper"
"496",4340,"Common Sandpiper"
"497",4350,"Spotted Sandpiper"
"498",4360,"Green Sandpiper"
"499",4370,"Solitary Sandpiper"
"500",4380,"Willet"
"501",4390,"Wandering Tattler"
"502",4400,"Gray-tailed Tattler"
"503",4410,"Spotted Redshank"
"504",4420,"Greater Yellowlegs"
"505",4430,"Common Greenshank"
"506",4450,"Lesser Yellowlegs"
"507",4460,"Marsh Sandpiper"
"508",4470,"Wood Sandpiper"
"509",4480,"Common Redshank"
"510",4490,"Yellowlegs sp."
"511",4500,"Upland Sandpiper"
"512",4510,"Little Curlew"
"513",4520,"Eskimo Curlew"
"514",4530,"Whimbrel"
"515",4531,"Whimbrel (White-rumped)"
"516",4532,"Whimbrel (Hudsonian)"
"517",4540,"Bristle-thighed Curlew"
"518",4550,"Far Eastern Curlew"
"519",4560,"Slender-billed Curlew"
"520",4570,"Eurasian Curlew"
"521",4580,"Long-billed Curlew"
"522",4590,"Black-tailed Godwit"
"523",4600,"Hudsonian Godwit"
"524",4610,"Bar-tailed Godwit"
"525",4620,"Marbled Godwit"
"526",4630,"Ruddy Turnstone"
"527",4640,"Black Turnstone"
"528",4650,"Surfbird"
"529",4660,"Great Knot"
"530",4670,"Red Knot"
"531",4680,"Sanderling"
"532",4690,"Semipalmated Sandpiper"
"533",4700,"Western Sandpiper"
"534",4710,"Red-necked Stint"
"535",4720,"Little Stint"
"536",4730,"Temminck's Stint"
"537",4740,"Long-toed Stint"
"538",4750,"Least Sandpiper"
"539",4760,"White-rumped Sandpiper"
"540",4770,"Baird's Sandpiper"
"541",4780,"Pectoral Sandpiper"
"542",4790,"Sharp-tailed Sandpiper"
"543",4800,"Purple Sandpiper"
"544",4810,"Rock Sandpiper"
"545",4820,"Dunlin"
"546",4830,"Curlew Sandpiper"
"547",4840,"Stilt Sandpiper"
"548",4845,"Calidris sp."
"549",4850,"Spoon-billed Sandpiper"
"550",4860,"Broad-billed Sandpiper"
"551",4870,"Buff-breasted Sandpiper"
"552",4880,"Ruff"
"553",4890,"Short-billed Dowitcher"
"554",4900,"Long-billed Dowitcher"
"555",4910,"Dowitcher sp."
"556",4920,"Jack Snipe"
"557",4930,"Common/Wilson's Snipe"
"558",4940,"Common Snipe"
"559",4950,"Wilson's Snipe"
"560",4960,"Pin-tailed Snipe"
"561",4970,"Eurasian Woodcock"
"562",4980,"American Woodcock"
"563",4990,"Wilson's Phalarope"
"564",5000,"Red-necked Phalarope"
"565",5010,"Red Phalarope"
"566",5015,"Phalarope sp."
"567",5020,"Scolopacidae sp."
"568",5030,"Oriental Pratincole"
"569",5040,"Laughing Gull"
"570",5050,"Franklin's Gull"
"571",5060,"Little Gull"
"572",5070,"Black-headed Gull"
"573",5080,"Bonaparte's Gull"
"574",5090,"Heermann's Gull"
"575",5100,"Gray-hooded Gull"
"576",5110,"Gray Gull"
"577",5120,"Belcher's Gull"
"578",5130,"Black-tailed Gull"
"579",5140,"Common/Short-billed Gull"
"580",5141,"Common Gull (European)"
"581",5142,"Short-billed Gull"
"582",5150,"Ring-billed Gull"
"583",5160,"California Gull"
"584",5170,"Herring Gull"
"585",5171,"European Herring Gull"
"586",5172,"American Herring Gull"
"587",5180,"Caspian, Baraba or Mongolian Gull"
"588",5190,"Iceland Gull (Thayer's)"
"589",5200,"Iceland Gull (kumlieni/glaucoides)"
"590",5201,"Iceland Gull (glaucoides)"
"591",5202,"Iceland Gull (kumlieni)"
"592",5210,"Lesser Black-backed Gull"
"593",5220,"Slaty-backed Gull"
"594",5230,"Yellow-footed Gull"
"595",5240,"Western Gull"
"596",5250,"Glaucous-winged Gull"
"597",5260,"Western x Glaucous-winged Gull (hybrid)"
"598",5270,"Glaucous Gull"
"599",5280,"Great Black-backed Gull"
"600",5290,"Kelp Gull"
"601",5300,"Sabine's Gull"
"602",5310,"Black-legged Kittiwake"
"603",5320,"Red-legged Kittiwake"
"604",5330,"Ross's Gull"
"605",5340,"Ivory Gull"
"606",5350,"gull sp."
"607",5360,"Brown Noddy"
"608",5370,"Black Noddy"
"609",5380,"Gray/Blue-gray Noddy"
"610",5390,"White Tern (Common)"
"611",5400,"Sooty Tern"
"612",5410,"Gray-backed Tern"
"613",5420,"Bridled Tern"
"614",5430,"Aleutian Tern"
"615",5440,"Little/Least Tern"
"616",5450,"Little Tern"
"617",5460,"Least Tern"
"618",5470,"Yellow-billed Tern"
"619",5480,"Large-billed Tern"
"620",5490,"Gull-billed/Australian Tern"
"621",5500,"Caspian Tern"
"622",5510,"Inca Tern"
"623",5520,"Black Tern"
"624",5530,"White-winged Tern"
"625",5550,"Whiskered Tern"
"626",5560,"Roseate Tern"
"627",5570,"Common Tern"
"628",5580,"Arctic Tern"
"629",5590,"Forster's Tern"
"630",5600,"West African Crested/Royal Tern"
"631",5610,"Great Crested Tern"
"632",5620,"Sandwich Tern"
"633",5630,"Elegant Tern"
"634",5640,"tern sp."
"635",5645,"gull/tern sp."
"636",5650,"Black Skimmer"
"637",5660,"Great Skua"
"638",5670,"South Polar Skua"
"639",5680,"Pomarine Jaeger"
"640",5690,"Parasitic Jaeger"
"641",5700,"Long-tailed Jaeger"
"642",5710,"jaeger/skua sp."
"643",5711,"Unidentified Skua"
"644",5720,"Dovekie"
"645",5730,"Common Murre"
"646",5740,"Thick-billed Murre"
"647",5750,"Razorbill"
"648",5760,"Great Auk"
"649",5770,"Black Guillemot"
"650",5780,"Pigeon Guillemot"
"651",5790,"Marbled or Long-billed Murrelet"
"652",5800,"Marbled Murrelet"
"653",5810,"Long-billed Murrelet"
"654",5820,"Kittlitz's Murrelet"
"655",5830,"Scripps's/Guadalupe Murrelet (Xantus's Murrelet)"
"656",5831,"Guadalupe Murrelet"
"657",5832,"Scripps's Murrelet"
"658",5840,"Craveri's Murrelet"
"659",5850,"Ancient Murrelet"
"660",5860,"Cassin's Auklet"
"661",5870,"Parakeet Auklet"
"662",5880,"Least Auklet"
"663",5890,"Whiskered Auklet"
"664",5900,"Crested Auklet"
"665",5910,"Rhinoceros Auklet"
"666",5920,"Atlantic Puffin"
"667",5930,"Horned Puffin"
"668",5940,"Tufted Puffin"
"669",5950,"alcid sp."
"670",5951,"Large alcid sp."
"671",5952,"Auklet sp."
"672",5960,"Chestnut-bellied Sandgrouse"
"673",5970,"Rock Pigeon (Feral Pigeon)"
"674",5980,"Pale-vented Pigeon"
"675",5990,"Scaled Pigeon"
"676",6000,"Scaly-naped Pigeon"
"677",6010,"White-crowned Pigeon"
"678",6020,"Red-billed Pigeon"
"679",6030,"Plain Pigeon"
"680",6040,"Band-tailed Pigeon"
"681",6050,"Ring-tailed Pigeon"
"682",6060,"Ruddy Pigeon"
"683",6070,"Short-billed Pigeon"
"684",6080,"Oriental Turtle-Dove"
"685",6081,"Laughing Dove"
"686",6090,"African Collared-Dove"
"687",6100,"European Turtle-Dove"
"688",6110,"Eurasian/Burmese Collared-Dove"
"689",6120,"Spotted Dove"
"690",6130,"Zebra Dove"
"691",6140,"White-winged or Pacific Dove"
"692",6150,"Zenaida Dove"
"693",6160,"Eared Dove"
"694",6170,"Mourning Dove"
"695",6180,"Socorro Dove"
"696",6190,"Passenger Pigeon"
"697",6200,"Inca Dove"
"698",6210,"Common Ground Dove"
"699",6220,"Plain-breasted Ground Dove"
"700",6230,"Ruddy Ground Dove"
"701",6240,"Blue Ground Dove"
"702",6250,"Maroon-chested Ground Dove"
"703",6260,"White-tipped Dove"
"704",6270,"Gray-headed Dove (Gray-headed)"
"705",6280,"Grenada Dove"
"706",6290,"Caribbean Dove"
"707",6300,"Gray-chested Dove"
"708",6310,"Olive-backed Quail-Dove"
"709",6320,"Key West Quail-Dove"
"710",6330,"Bridled Quail-Dove"
"711",6340,"White-faced Quail-Dove"
"712",6350,"Chiriqui Quail-Dove"
"713",6360,"Tuxtla Quail-Dove"
"714",6370,"Purplish-backed Quail-Dove"
"715",6380,"Buff-fronted Quail-Dove"
"716",6390,"Russet-crowned Quail-Dove"
"717",6400,"Gray-fronted Quail-Dove"
"718",6410,"White-fronted Quail-Dove"
"719",6420,"Crested Quail-Dove"
"720",6430,"Violaceous Quail-Dove"
"721",6440,"Ruddy Quail-Dove"
"722",6450,"Blue-headed Quail-Dove"
"723",6451,"Yellow-crested Cockatoo"
"724",6452,"Cockatiel"
"725",6460,"Budgerigar"
"726",6470,"Rose-ringed Parakeet"
"727",6480,"Painted Parakeet"
"728",6490,"Sulphur-winged Parakeet"
"729",6500,"Monk Parakeet"
"730",6510,"Carolina Parakeet"
"731",6520,"Green Parakeet"
"732",6530,"Pacific Parakeet"
"733",6540,"Crimson-fronted Parakeet"
"734",6550,"Mitred Parakeet"
"735",6560,"Hispaniolan Parakeet"
"736",6570,"Cuban Parakeet"
"737",6580,"Olive-throated Parakeet"
"738",6590,"Orange-fronted Parakeet"
"739",6600,"Brown-throated Parakeet"
"740",6610,"Chestnut-fronted Macaw"
"741",6620,"Military Macaw"
"742",6630,"Great Green Macaw"
"743",6640,"Red-and-green Macaw"
"744",6650,"Scarlet Macaw"
"745",6660,"Hispaniolan Macaw"
"746",6670,"Blue-and-yellow Macaw"
"747",6680,"Thick-billed Parrot"
"748",6690,"Maroon-fronted Parrot"
"749",6700,"Barred Parakeet"
"750",6710,"Green-rumped Parrotlet"
"751",6720,"Mexican Parrotlet"
"752",6730,"Spectacled Parrotlet"
"753",6740,"Orange-chinned Parakeet"
"754",6750,"White-winged Parakeet"
"755",6755,"Brotogeris sp."
"756",6760,"Red-fronted Parrotlet"
"757",6770,"Blue-fronted Parrotlet"
"758",6780,"Saffron-headed Parrot"
"759",6790,"Brown-hooded Parrot"
"760",6800,"Blue-headed Parrot"
"761",6810,"White-crowned Parrot"
"762",6820,"White-fronted Amazon"
"763",6830,"Yellow-lored Amazon"
"764",6840,"Cuban Amazon"
"765",6850,"Yellow-billed Amazon"
